smiles,drug,uniport
CC(C(O)=O)C1=CC=C(CC2CCCC2=O)C=C1,DB09212,P35354
CC(C(O)=O)C1=CC=C(S1)C(=O)C1=CC=CC=C1,DB01600,P23219
CC(C(O)=O)C1=CC=C(S1)C(=O)C1=CC=CC=C1,DB01600,P35354
CC(C(O)C1=CC=C(O)C=C1)N1CCC(CC2=CC=CC=C2)CC1,DB08954,Q05586
CC(C(O)C1=CC=C(O)C=C1)N1CCC(CC2=CC=CC=C2)CC1,DB08954,Q13224
CC(C)(C(O)=O)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,DB00950,P35367
CC(C)(C)C(O)\C=C\C1=CC2=C(OCO2)C=C1,DB09118,P07195
CC(C)(C)C(O)\C=C\C1=CC2=C(OCO2)C=C1,DB09118,P00338
CC(C)(C)C(O)\C=C\C1=CC2=C(OCO2)C=C1,DB09118,P14867
CC(C)(C)C(O)\C=C\C1=CC2=C(OCO2)C=C1,DB09118,P47869
CC(C)(C)C(O)\C=C\C1=CC2=C(OCO2)C=C1,DB09118,P34903
CC(C)(C)C(O)\C=C\C1=CC2=C(OCO2)C=C1,DB09118,P48169
CC(C)(C)C(O)\C=C\C1=CC2=C(OCO2)C=C1,DB09118,P31644
CC(C)(C)C(O)\C=C\C1=CC2=C(OCO2)C=C1,DB09118,Q16445
CC(C)(C)C(O)\C=C\C1=CC2=C(OCO2)C=C1,DB09118,P18505
CC(C)(C)C(O)\C=C\C1=CC2=C(OCO2)C=C1,DB09118,P47870
CC(C)(C)C(O)\C=C\C1=CC2=C(OCO2)C=C1,DB09118,P28472
CC(C)(C)C(O)\C=C\C1=CC2=C(OCO2)C=C1,DB09118,O14764
CC(C)(C)C(O)\C=C\C1=CC2=C(OCO2)C=C1,DB09118,P78334
CC(C)(C)C(O)\C=C\C1=CC2=C(OCO2)C=C1,DB09118,Q8N1C3
CC(C)(C)C(O)\C=C\C1=CC2=C(OCO2)C=C1,DB09118,P18507
CC(C)(C)C(O)\C=C\C1=CC2=C(OCO2)C=C1,DB09118,Q99928
CC(C)(C)C(O)\C=C\C1=CC2=C(OCO2)C=C1,DB09118,O00591
CC(C)(C)C(O)\C=C\C1=CC2=C(OCO2)C=C1,DB09118,Q9UN88
CC(C)(C)C1=CC(=C(O)C=C1NC(=O)C1=CNC2=CC=CC=C2C1=O)C(C)(C)C,DB08820,P13569
CC(C)(C)C1=CC(=CC=C1N1CCCC1)C1=CC(=CC=C1OCCO)C1=CC=C(C=C1)C(O)=O,DB12808,P13631
CC(C)(C)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,DB00342,P35367
CC(C)(C)C1=NC(=C(S1)C1=NC(N)=NC=C1)C1=C(F)C(NS(=O)(=O)C2=C(F)C=CC=C2F)=CC=C1,DB08912,P04049
CC(C)(C)C1=NC(=C(S1)C1=NC(N)=NC=C1)C1=C(F)C(NS(=O)(=O)C2=C(F)C=CC=C2F)=CC=C1,DB08912,P15056
CC(C)(C)NC[C@H](O)C1=CC(CO)=C(O)C=C1,DB13139,P07550
CC(C)(C)NC[C@H](O)COC1=CC=CC=C1C1CCCC1,DB01359,P08588
CC(C)(C)NC[C@H](O)COC1=CC=CC=C1C1CCCC1,DB01359,P08908
CC(C)(C)NC[C@H](O)COC1=CC=CC=C1C1CCCC1,DB01359,P07550
CC(C)(C)NC[C@H](O)COC1=CC=CC2=C1CCCC2=O,DB01210,P08588
CC(C)(C)NC[C@H](O)COC1=CC=CC2=C1CCCC2=O,DB01210,P07550
CC(C)(C)NCC(O)C1=CC(Cl)=C(N)C(Cl)=C1,DB01407,P07550
CC(C)(C)NCC(O)C1=CC(CO)=C(O)C=C1,DB01001,P07550
CC(C)(C)NCC(O)C1=NC(CO)=C(O)C=C1,DB01291,P07550
CC(C)(C)NCC(O)COC1=CC=CC2=C1C[C@H](O)[C@H](O)C2,DB01203,P08588
CC(C)(C)NCC(O)COC1=CC=CC2=C1CCC(=O)N2,DB00521,P08588
CC(C)(C)NCC(O)COC1=CC=CC2=C1CCC(=O)N2,DB00521,P07550
CC(C)(C)NCC(O)CSC1=NC(=CS1)C1=CC=C(S1)C(N)=O,DB09204,P08588
CC(C)(C)NCC(O)CSC1=NC(=CS1)C1=CC=C(S1)C(N)=O,DB09204,P07550
CC(C)(C)NCC(O)CSC1=NC(=CS1)C1=CC=C(S1)C(N)=O,DB09204,P35348
CC(C)(C)NCC(O)CSC1=NC(=CS1)C1=CC=C(S1)C(N)=O,DB09204,P35368
CC(C)(C)NCC(O)CSC1=NC(=CS1)C1=CC=C(S1)C(N)=O,DB09204,P25100
CC(C)(C)OC(=O)N[C@@H](CC(=O)OCC1=CC=CC=C1)C(=O)N[C@@H](CCCCNC(=O)OCC1=CC=CC=C1)C(=O)OC(C)(C)C,DB14072,P08183
CC(C)(C)S(=O)(=O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC1=CN=CN1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)[C@@H](O)C1CC1,DB00212,P00797
CC(C)(CCCCCC(O)CCCCCC(C)(C)C(O)=O)C(O)=O,DB11936,P53396
CC(C)(CO)C1=CC2=CC(NC(=O)C3(CC3)C3=CC=C4OC(F)(F)OC4=C3)=C(F)C=C2N1C[C@@H](O)CO,DB11712,P13569
CC(C)(O)CNC1=NC(=NC(NC2=CC(=NC=C2)C(F)(F)F)=N1)C1=NC(=CC=C1)C(F)(F)F,DB13874,P48735
CC(C)(OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1)C(O)=O,DB13873,Q07869
CC(C)(OC1=CC=C(CCNC(=O)C2=CC=C(Cl)C=C2)C=C1)C(O)=O,DB01393,Q07869
CC(C)(OC1=CC=C(CCNC(=O)C2=CC=C(Cl)C=C2)C=C1)C(O)=O,DB01393,P37231
CC(C)(OC1=CC=C(CCNC(=O)C2=CC=C(Cl)C=C2)C=C1)C(O)=O,DB01393,Q03181
CC(C)(SC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C)SC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C,DB01599,O95477
CC(C)[C@@H](C)\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1/C[C@@H](O)CC[C@@H]1C,DB01070,P11473
CC(C)[C@@H](C)\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C,DB00153,P11473
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,DB00825,O75762
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,DB00825,Q7Z2W7
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,DB00825,Q8NET8
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,DB00825,Q13936
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,DB00825,Q01668
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,DB00825,O60840
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,DB00825,Q13698
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,DB00825,Q02641
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,DB00825,Q08289
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,DB00825,P54284
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,DB00825,O00305
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,DB00825,O00555
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)C1=CC=CC=C1O,DB11201,P23219
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)C1=CC=CC=C1O,DB11201,P35354
CC(C)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CC2=CNC3=CC=CC=C23)NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)[C@H](CSSC[C@H](NC1=O)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(N)=O)NC(=O)[C@H](N)CC1=CC=CC=C1,DB04894,P35346
CC(C)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CC2=CNC3=CC=CC=C23)NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)[C@H](CSSC[C@H](NC1=O)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(N)=O)NC(=O)[C@H](N)CC1=CC=CC=C1,DB04894,P30874
CC(C)[C@H](OC(=O)NC[C@H](CC(O)=O)C1=CC=C(Cl)C=C1)OC(=O)C(C)C,DB08892,Q9UBS5
CC(C)[C@H](OC(=O)NC[C@H](CC(O)=O)C1=CC=C(Cl)C=C1)OC(=O)C(C)C,DB08892,O75899
CC(C)[C@H]1CC[C@@H](CC1)C(=O)N[C@H](CC1=CC=CC=C1)C(O)=O,DB00731,Q09428
CC(C)[N+](C)(CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=C1)C(C)C,DB01625,P20309
CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC2=CC=CC=C12)C(C)C,DB00782,P11229
CC(C)C(=O)C1=C2C=CC=CN2N=C1C(C)C,DB05266,Q07343
CC(C)C(=O)C1=C2C=CC=CN2N=C1C(C)C,DB05266,P27815
CC(C)C(=O)C1=C2C=CC=CN2N=C1C(C)C,DB05266,Q08493
CC(C)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,DB00499,P10275
CC(C)C[C@@H](NC(=O)[C@@H](CC1=CC=CC=C1)NC(=O)[C@H](N)CC1=CC=CC=C1)C(=O)N[C@H](CCCCN)C(=O)N1CCC(N)(CC1)C(O)=O,DB11938,P41145
CC(C)C[C@H](CN)CC(O)=O,DB00230,P54289
CC(C)C[C@H](NC(=O)[C@@H](CC(N)=O)NC(=O)[C@H](CC1=CC=C(O)C=C1)N(C)C(=O)[C@H](CO)NC(=O)[C@@H](CC1=CN=CC=C1)NC(=O)[C@@H](CC1=CC=C(Cl)C=C1)NC(=O)[C@@H](CC1=CC2=C(C=CC=C2)C=C1)NC(C)=O)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,DB00106,P30968
CC(C)C[C@H](NC(=O)[C@@H](CC1=CC=C(NC(N)=O)C=C1)NC(=O)[C@H](CC1=CC=C(NC(=O)[C@@H]2CC(=O)NC(=O)N2)C=C1)NC(=O)[C@H](CO)NC(=O)[C@@H](CC1=CC=CN=C1)NC(=O)[C@@H](CC1=CC=C(Cl)C=C1)NC(=O)[C@@H](CC1=CC=C2C=CC=CC2=C1)NC(C)=O)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,DB06699,P30968
CC(C)C[C@H](NC(=O)[C@@H](CC1=CC2=C(C=CC=C2)C=C1)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=CC=CC=C12)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,DB00666,P30968
CC(C)C[C@H](NC(=O)[C@@H](CC1=CC2=C(C=CC=C2)C=C1)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=CC=CC=C12)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,DB00666,Q96P88
CC(C)C[C@H](NC(=O)[C@@H](CC1=CNC2=CC=CC=C12)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,DB06825,P30968
CC(C)C[C@H](NC(=O)[C@@H](CCCCNC(N)=O)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@@H](CC1=CC=CN=C1)NC(=O)[C@@H](CC1=CC=C(Cl)C=C1)NC(=O)[C@@H](CC1=CC2=C(C=CC=C2)C=C1)NC(C)=O)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,DB05624,P30968
CC(C)C[C@H](NC(=O)[C@@H](CCCNC(N)=O)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@@H](CC1=CN=CC=C1)NC(=O)[C@@H](CC1=CC=C(Cl)C=C1)NC(=O)[C@@H](CC1=CC2=CC=CC=C2C=C1)NC(C)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,DB00050,P30968
CC(C)C[C@H](NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=CC=CC=C12)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NNC(N)=O,DB00014,P22888
CC(C)C[C@H](NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=CC=CC=C12)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NNC(N)=O,DB00014,P30968
CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CN=CC=N1)B(O)O,DB00188,P20618
CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CN=CC=N1)B(O)O,DB00188,P28074
CC(C)C[C@H](NC(=O)[C@H](CCC1=CC=CC=C1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,DB08889,P20618
CC(C)C[C@H](NC(=O)[C@H](CCC1=CC=CC=C1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,DB08889,P28074
CC(C)C[C@H](NC(=O)[C@H](CCC1=CC=CC=C1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,DB08889,P49721
CC(C)C[C@H](NC(=O)[C@H](CCC1=CC=CC=C1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,DB08889,P28065
CC(C)C[C@H](NC(=O)[C@H](CCC1=CC=CC=C1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,DB08889,P40306
CC(C)C[C@H](NC(=O)[C@H](CCC1=CC=CC=C1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,DB08889,P28062
CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC(O)=O)C1=CC=C(F)C=C1)C1=CC=CC=C1,DB01076,P04035
CC(C)C1=C(O)C=C(\C=C\C2=CC=CC=C2)C=C1O,DB06083,P35869
CC(C)C1=CC=CC(C(C)C)=C1O,DB00818,P28472
CC(C)C1=CC=CC(C(C)C)=C1O,DB00818,P47870
CC(C)C1=CC=CC(C(C)C)=C1O,DB00818,P14867
CC(C)C1=CC=CC(C(C)C)=C1O,DB00818,P47869
CC(C)C1=CC=CC(C(C)C)=C1O,DB00818,P34903
CC(C)C1=CC=CC(C(C)C)=C1O,DB00818,P48169
CC(C)C1=CC=CC(C(C)C)=C1O,DB00818,P31644
CC(C)C1=CC=CC(C(C)C)=C1O,DB00818,Q16445
CC(C)C1=CC=CC(C(C)C)=C1O,DB00818,P18505
CC(C)C1=CC=CC(C(C)C)=C1O,DB00818,O14764
CC(C)C1=CC=CC(C(C)C)=C1O,DB00818,P78334
CC(C)C1=CC=CC(C(C)C)=C1O,DB00818,Q8N1C3
CC(C)C1=CC=CC(C(C)C)=C1O,DB00818,P18507
CC(C)C1=CC=CC(C(C)C)=C1O,DB00818,Q99928
CC(C)C1=CC=CC(C(C)C)=C1O,DB00818,O00591
CC(C)C1=CC=CC(C(C)C)=C1O,DB00818,Q9UN88
CC(C)C1=CC=CC(C(C)C)=C1OCOP(O)(O)=O,DB06716,P28472
CC(C)C1=CC=CC(C(C)C)=C1OCOP(O)(O)=O,DB06716,P47870
CC(C)C1=NC(=NC(C2=CC=C(F)C=C2)=C1\C=C\[C@@H](O)C[C@@H](O)CC(=O)O)N(C)S(C)(=O)=O,DB01098,P04035
CC(C)C1=NC(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](CC2=CC=CC=C2)NC(=O)OCC2=CN=CS2)CC2=CC=CC=C2)=CS1,DB09065,P08684
CC(C)C1=NC=CC(C)=C1N1C(=O)N=C(N2CCN(C[C@@H]2C)C(=O)C=C)C2=CC(F)=C(N=C12)C1=C(O)C=CC=C1F,DB15569,P01116
CC(C)C1=NN=C(C)N1[C@H]1C[C@@H]2CC[C@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)C1=CC=CC=C1,DB04835,P51681
CC(C)CC(NC(=O)CNC(=O)C(CC1=CC=C(O)C=C1)NC(=O)C(CO)NC(=O)C(CC1=CNC2=CC=CC=C12)NC(=O)C(CC1=CN=CN1)NC(=O)C1CCC(=O)N1)C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(N)=O,DB00644,P30968
CC(C)CC(NC(=O)CNC(=O)C(CC1=CC=C(O)C=C1)NC(=O)C(CO)NC(=O)C(CC1=CNC2=CC=CC=C12)NC(=O)C(CC1=CN=CN1)NC(=O)C1CCC(=O)N1)C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(N)=O,DB00644,Q96P88
CC(C)CCC[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C,DB01436,P11473
CC(C)CCC[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C,DB00169,P11473
CC(C)CN1C=NC2=C1C1=C(C=CC=C1)N=C2N,DB00724,Q9NYK1
CC(C)COC1=C(C=C(C=C1)C1=NC(C)=C(S1)C(O)=O)C#N,DB04854,P47989
CC(C)COC1=CC=C(CNC(=O)N(CC2=CC=C(F)C=C2)C2CCN(C)CC2)C=C1,DB05316,P28223
CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(O)C=CC(C)=C1)C(C)C,DB01036,P20309
CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(O)C=CC(C)=C1)C(C)C,DB01036,P11229
CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(O)C=CC(C)=C1)C(C)C,DB01036,P08912
CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(O)C=CC(C)=C1)C(C)C,DB01036,P08173
CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(O)C=CC(C)=C1)C(C)C,DB01036,P08172
CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(OC(=O)C(C)C)C=CC(CO)=C1)C(C)C,DB06702,P20309
CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=NC=CC=C1)C(C)C,DB00280,Q14524
CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)C1=NC(C2=CC=CC=C2)=C(N=C1)C1=CC=CC=C1,DB11362,P43119
CC(C)N1C(\C=C\C(O)CC(O)CC(O)=O)=C(C2=CC=CC=C12)C1=CC=C(F)C=C1,DB01095,P04035
CC(C)N1C(=O)NC(N[C@@H](C)C2=CC=CC=C2)=CC1=O,DB14921,P12883
CC(C)N1N=CC=C1C1=C(COC2=CC=CC(O)=C2C=O)C=CC=N1,DB14975,P69905
CC(C)NC(=O)COC1=CC=CC(=C1)C1=NC2=C(C=CC=C2)C(NC2=CC=C3NN=CC3=C2)=N1,DB16703,Q13464
CC(C)NC(=O)COC1=CC=CC(=C1)C1=NC2=C(C=CC=C2)C(NC2=CC=C3NN=CC3=C2)=N1,DB16703,O75116
CC(C)NC(=O)NS(=O)(=O)C1=C(NC2=CC=CC(C)=C2)C=CN=C1,DB00214,P55011
CC(C)NC(=O)NS(=O)(=O)C1=C(NC2=CC=CC(C)=C2)C=CN=C1,DB00214,Q13621
CC(C)NC[C@H](O)COC1=CC=C(CCOCC2CC2)C=C1,DB09351,P08588
CC(C)NCC(O)C1=CC(O)=C(O)C=C1,DB01064,P08588
CC(C)NCC(O)C1=CC(O)=C(O)C=C1,DB01064,P07550
CC(C)NCC(O)C1=CC(O)=C(O)C=C1,DB01064,P13945
CC(C)NCC(O)C1=CC(O)=CC(O)=C1,DB00816,P07550
CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1,DB00489,Q12809
CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1,DB00489,P08588
CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1,DB00489,P07550
CC(C)NCC(O)COC1=C(C)C(C)=C(OC(C)=O)C(C)=C1,DB01214,P08588
CC(C)NCC(O)COC1=C(C)C(C)=C(OC(C)=O)C(C)=C1,DB01214,P07550
CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1,DB00335,P08588
CC(C)NCC(O)COC1=CC=C(CCOCC2CC2)C=C1,DB00195,P08588
CC(C)NCC(O)COC1=CC=C(COCCOC(C)C)C=C1,DB00612,P08588
CC(C)NCC(O)COC1=CC=C(NC(C)=O)C=C1,DB01297,P08588
CC(C)NCC(O)COC1=CC=CC=C1CC=C,DB00866,P08588
CC(C)NCC(O)COC1=CC=CC=C1CC=C,DB00866,P08908
CC(C)NCC(O)COC1=CC=CC=C1CC=C,DB00866,P07550
CC(C)NCC(O)COC1=CC=CC=C1OCC=C,DB01580,P08588
CC(C)NCC(O)COC1=CC=CC2=C1C=CC=C2,DB00571,P08588
CC(C)NCC(O)COC1=CC=CC2=C1C=CN2,DB00960,P08588
CC(C)NCC(O)COC1=CC=CC2=C1C=CN2,DB00960,P07550
CC(C)NCCCC1(C(N)=O)C2=CC=CC=C2C2=CC=CC=C12,DB00192,Q14524
CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)COC1=CC=CC(=C1)C(F)(F)F,DB00287,P43088
CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\C(F)(F)COC1=CC=CC=C1,DB08819,P43088
CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCC1=CC=CC=C1,DB00654,P43088
CC(C)OC1=C(C=C(C=C1)C1=NC(=NO1)C1=C2CC[C@H](NCCO)C2=CC=C1)C#N,DB12612,Q9H228
CC(C)OC1=C(C=C(C=C1)C1=NC(=NO1)C1=C2CC[C@H](NCCO)C2=CC=C1)C#N,DB12612,P21453
CC(C)OC1=C(F)C=C(C=C1)C1=NN([C@@H](C)C2=C(C3=CC=CC(F)=C3)C(=O)C3=CC(F)=CC=C3O2)C2=C1C(N)=NC=N2,DB14989,O00329
CC(C)OC1=C(F)C=C(C=C1)C1=NN([C@@H](C)C2=C(C3=CC=CC(F)=C3)C(=O)C3=CC(F)=CC=C3O2)C2=C1C(N)=NC=N2,DB14989,P49674
CC(C)OC1=C(NC2=NC=C(Cl)C(N2)=NC2=CC=CC=C2S(=O)(=O)C(C)C)C=C(C)C(=C1)C1CCNCC1,DB09063,Q9UM73
CC(C1=C(CCN(C)C)CC2=CC=CC=C12)C1=CC=CC=N1,DB08801,P35367
CC(C1=C(CCN(C)C)CC2=CC=CC=C12)C1=CC=CC=N1,DB08801,P08172
CC(CC1=CC=C(O)C=C1)NCC(O)C1=CC(O)=CC(O)=C1,DB01288,P07550
CC(CC1=CC=C2OCOC2=C1)NCC(O)C1=CC=C(O)C(O)=C1,DB06814,P07550
CC(CCC1=CC=C(O)C=C1)NCCC1=CC(O)=C(O)C=C1,DB00841,P08588
CC(CCC1=CC=C(O)C=C1)NCCC1=CC(O)=C(O)C=C1,DB00841,P35348
CC(CCC1=CC=C(O)C=C1)NCCC1=CC(O)=C(O)C=C1,DB00841,P35368
CC(CCC1=CC=C(O)C=C1)NCCC1=CC(O)=C(O)C=C1,DB00841,P25100
CC(CCC1=CC=CC=C1)NC(C)C(O)C1=CC=C(O)C=C1,DB06152,P48551
CC(CCC1=CC=CC=C1)NCC(O)C1=CC(C(N)=O)=C(O)C=C1,DB00598,P08588
CC(CCC1=CC=CC=C1)NCC(O)C1=CC(C(N)=O)=C(O)C=C1,DB00598,P07550
CC(CCC1=CC=CC=C1)NCC(O)C1=CC(C(N)=O)=C(O)C=C1,DB00598,P35348
CC(CCC1=CC=CC=C1)NCC(O)C1=CC(C(N)=O)=C(O)C=C1,DB00598,P35368
CC(CCC1=CC=CC=C1)NCC(O)C1=CC(C(N)=O)=C(O)C=C1,DB00598,P25100
CC(CN1C2=CC=CC=C2SC2=C1C=C(C=C2)C(C)=O)N(C)C,DB01615,P35367
CC(N(O)C(N)=O)C1=CC2=CC=CC=C2S1,DB00744,P09917
CC(N)C(=O)NC1=C(C)C=CC=C1C,DB01056,Q14524
CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,DB01156,P23975
CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,DB01156,Q01959
CC(O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F,DB01128,P10275
CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1C=C[C@@]2(O)C#C,DB06730,P06401
CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=CC4=C(C=CC(O)=C4CN(C)C)N=C13)C2=O,DB01030,P11387
CC[C@@]12C=CCN3CC[C@@]4([C@H]13)[C@@H](N(C)C1=CC(OC)=C(C=C41)[C@]1(C[C@@H]3C[C@H](C[N@@](C3)CC3=C1NC1=CC=CC=C31)C(C)(F)F)C(=O)OC)[C@](O)([C@@H]2OC(C)=O)C(=O)OC,DB11641,P07437
CC[C@@H]1CN(C[C@@H]1C1=CN=C2C=NC3=C(C=CN3)N12)C(=O)NCC(F)(F)F,DB15091,P23458
CC[C@H]([C@@H](C)CN(C)C)C1=CC(O)=CC=C1,DB06204,P23975
CC[C@H]([C@@H](C)CN(C)C)C1=CC(O)=CC=C1,DB06204,P35372
